v1,v2,v3,v4,v5,v6,v7,fitness,p1,p2,p3,p4,p5
2.5,4.2,3.4,3.0,30.0,3.0,14.2,26099.730106614534,5521.516685737508,5353.219549203945,5353.218262837797,4935.885761696913,4935.88984713837
2.5,3.6,3.0,3.0,13.0,3.0,28.4,26094.599334763494,4892.3614879468505,5549.236497816456,5549.2386177442395,5051.879546525886,5051.883184730059
2.5,4.2,3.0,3.0,21.0,3.0,23.7,-14600000.000000002,0.0,0.0,0.0,0.0,0.0
2.5,3.4,3.0,3.0,3.4,3.0,30.0,-16399999.999999998,0.0,0.0,0.0,0.0,0.0
2.5,3.4,3.0,3.0,11.4,3.0,29.2,26033.265483700357,5100.317857192875,5487.362108843549,5487.36176493148,4979.110248199565,4979.1135045328865
2.5,3.8,3.1,3.0,30.0,3.0,3.1,-17596775.03229167,0.0,0.0,0.0,0.0,0.0
2.5,4.0,3.0,3.0,19.8,3.0,23.8,-12000000.0,0.0,0.0,0.0,0.0,0.0
2.5,3.6,3.0,3.0,30.0,3.0,20.2,-399999.9999999986,0.0,0.0,0.0,0.0,0.0
2.5,4.0,3.3,3.1,12.0,3.2,30.0,26231.49878886679,4828.047500905247,5626.348468879235,5626.3373097586455,5075.380869170638,5075.384640153024
2.5,3.8,3.2,3.0,28.9,3.0,16.8,25825.379684305815,6548.375063845058,4902.334797617461,4902.33413138094,4736.169405174928,4736.166286287427
2.5,3.8,3.1,3.0,12.4,3.0,14.8,-15200000.0,0.0,0.0,0.0,0.0,0.0
2.5,3.8,3.5,3.0,25.9,3.0,21.6,-11400000.000000006,0.0,0.0,0.0,0.0,0.0
2.5,4.0,3.1,3.0,30.0,3.0,12.4,26578.950406716653,5003.1597577884895,5693.065256501136,5693.052739158637,5094.8361174314105,5094.836535836982
2.5,3.8,3.2,3.0,20.6,3.0,19.4,-17599999.999999993,0.0,0.0,0.0,0.0,0.0
2.5,3.8,3.1,3.0,21.0,3.0,20.4,-18799999.999999996,0.0,0.0,0.0,0.0,0.0
2.5,4.0,3.0,3.0,10.2,3.0,28.2,26438.74866383757,4565.551215719465,5385.908570940735,5385.903934969817,5550.691049710934,5550.693892496614
2.5,3.9,3.2,3.0,30.0,3.0,21.1,-2200000.000000003,0.0,0.0,0.0,0.0,0.0
2.5,3.9,3.0,3.0,30.0,3.0,29.0,-18000000.0,0.0,0.0,0.0,0.0,0.0
2.5,3.8,3.2,3.0,30.0,3.1,11.4,26778.784521170695,4743.273884454536,5256.019216605178,5256.0258518301935,5761.733606793262,5761.731961487526
2.5,3.8,3.0,3.0,19.8,3.0,21.9,-15800000.000000004,0.0,0.0,0.0,0.0,0.0
2.5,4.0,3.0,3.0,12.8,3.0,13.5,-18600000.0,0.0,0.0,0.0,0.0,0.0
2.5,3.6,3.0,3.0,29.5,3.0,13.8,26352.19253495145,4750.897076902572,5682.9674693871675,5682.971309388836,5117.678047137224,5117.67863213565
2.5,3.9,3.0,3.0,30.0,3.0,14.0,27335.669092239765,5523.491452909253,5704.633442510188,5704.637133505926,5201.459681491984,5201.4473818224105
2.5,4.2,3.1,3.0,29.6,3.0,14.5,26215.424481739872,5822.395596424137,5304.201982413456,5304.20827491711,4892.309793082825,4892.308834902343
2.5,3.8,3.3,3.0,30.0,3.0,5.6,-8783940.08575204,0.0,0.0,0.0,0.0,0.0
2.5,3.6,3.4,3.0,29.3,3.1,10.7,25417.622047847814,4236.3734843719885,5160.4985034646825,5160.496973918182,5430.129491752533,5430.123594340426
2.5,4.0,3.2,3.0,30.0,3.0,13.0,26482.077112647163,5131.856768884254,5585.092868818297,5585.096933713972,5090.014479684832,5090.016061545809
2.5,3.6,3.2,3.0,29.1,3.0,12.1,25775.415810527265,4454.77775978019,5557.119544904744,5557.126124157475,5103.196974033179,5103.195407651678
2.5,3.8,3.2,3.0,29.2,3.0,12.1,26759.30598410176,5016.554150846718,5703.798633401375,5703.796473027041,5167.579946880159,5167.576779946466
2.5,3.8,3.1,3.0,29.2,3.0,12.6,26893.809476053797,5211.095629110252,5712.42139087156,5712.41908716172,5128.934688083766,5128.938680826497
2.5,3.8,3.2,3.0,30.0,3.0,12.5,27108.494037830424,5003.641057495089,5824.146633933275,5824.141774544984,5228.284035049947,5228.280536807131
2.5,4.4,3.4,3.0,29.2,3.0,13.4,25099.62995649841,5512.795926671334,4975.192963347381,4975.189314139307,4818.227662152665,4818.224090187728
2.5,4.0,3.0,3.0,11.7,3.2,29.9,26191.837904630185,4843.465641996738,5596.596214723673,5596.594176139325,5077.59523218877,5077.586639581678
2.5,4.2,14.4,3.0,28.7,3.5,17.2,15700.892243481554,553.7405431607586,4228.876190248853,4228.8789639633615,3344.6980537241343,3344.698492384446
2.5,4.2,3.2,3.0,28.9,3.0,13.0,25926.411599022453,5392.032162728632,5295.930459454407,5295.925864678486,4971.258059920437,4971.265052240491
2.5,4.0,3.0,3.0,12.2,3.0,29.8,26517.674551026284,4995.27638119488,5680.286053526497,5680.278130693599,5080.915464878141,5080.918520733167
2.5,4.0,3.1,3.0,12.9,3.0,22.2,-1400000.000000002,0.0,0.0,0.0,0.0,0.0
2.5,3.8,3.0,3.2,12.2,3.0,30.0,27022.286329619084,4959.522045945125,5185.410563999191,5185.415425480749,5845.969015675676,5845.969278518344
2.5,3.9,3.2,3.0,20.7,3.0,22.2,-17000000.0,0.0,0.0,0.0,0.0,0.0
2.5,4.0,3.0,3.0,30.0,3.0,15.0,26417.29828152246,5471.644491055026,5415.036898922252,5415.030535173451,5057.790078446875,5057.796277924855
2.5,3.6,3.0,3.0,30.0,3.0,15.0,26476.906409242656,4883.428131974402,5649.939677174089,5649.936371947847,5146.802652847432,5146.799575298888
2.5,4.0,3.0,3.0,12.5,3.0,29.3,26963.34958031736,5161.76483106473,5670.059687935828,5670.053195218711,5230.737401474638,5230.7344646234515
2.5,4.1,3.2,3.0,29.3,3.0,12.9,26435.667774526195,5257.538513240151,5495.584213367148,5495.581742099778,5093.482991169619,5093.480314649499
2.5,4.0,3.1,3.1,12.3,3.0,30.0,26541.64458486306,4973.054567883511,5082.710903499251,5082.71792668928,5701.584315523601,5701.57687126742
2.5,4.0,3.1,3.0,12.8,3.0,30.0,26755.210717330556,5118.413913709678,5725.988266685777,5725.980025293198,5092.412828796869,5092.415682845034
2.5,4.6,13.9,14.0,12.6,3.4,30.0,10774.254564944773,1040.196500769505,4041.5533716505633,4041.5485281280808,825.4764053813467,825.4797590152776
2.5,3.8,3.0,3.0,4.2,3.0,30.0,-13200000.0,0.0,0.0,0.0,0.0,0.0
2.5,3.8,3.0,3.0,21.9,3.0,18.8,-13800000.000000004,0.0,0.0,0.0,0.0,0.0
2.5,4.3,14.2,14.0,29.0,3.4,15.8,11163.829136141328,874.9645745414701,3846.9203444931127,3846.92337571301,1297.510037737928,1297.5108036558083
2.5,3.8,3.0,3.0,29.4,3.0,11.4,26751.86524345546,4845.663821641958,5721.989886956296,5721.97986939731,5231.116609972564,5231.115055487336
2.5,3.8,3.0,3.0,4.0,3.0,30.0,-14000000.0,0.0,0.0,0.0,0.0,0.0
2.5,4.1,3.0,3.0,30.0,3.0,6.6,-6800000.000000001,0.0,0.0,0.0,0.0,0.0
2.5,3.8,3.2,3.0,30.0,3.0,4.0,-13990006.242199685,0.0,0.0,0.0,0.0,0.0
2.5,3.8,3.2,3.0,29.5,3.0,12.8,26985.10623970282,5185.496023840196,5743.348691326872,5743.343834374272,5156.459692810193,5156.45799735129
2.5,4.0,3.0,3.0,30.0,3.0,15.6,26189.513939041393,5694.037651486111,5260.345375827382,5260.349166479634,4987.391887498501,4987.389857749765
2.5,4.3,3.0,3.0,21.2,3.0,14.4,-6400000.000000002,0.0,0.0,0.0,0.0,0.0
2.5,3.9,3.0,3.0,21.2,3.0,19.9,-17400000.0,0.0,0.0,0.0,0.0,0.0
2.5,3.8,3.0,3.0,30.0,3.0,5.8,-8400000.0,0.0,0.0,0.0,0.0,0.0
2.5,4.1,3.2,3.0,29.2,3.1,10.9,25768.611809888833,4669.3608535441135,5247.365871717372,5247.367014826745,5302.258564553448,5302.259505247156
2.5,4.2,3.1,3.0,30.0,3.0,6.1,-7798360.765864287,0.0,0.0,0.0,0.0,0.0
2.5,4.1,3.2,3.0,21.4,3.0,20.7,-18600000.0,0.0,0.0,0.0,0.0,0.0
2.5,3.3,3.0,3.0,21.1,3.0,21.6,-19000000.0,0.0,0.0,0.0,0.0,0.0
2.5,3.8,3.4,3.0,30.0,3.0,14.3,27149.6895565217,5489.767870729099,5676.807835955273,5676.818257515973,5153.148661980556,5153.146930340795
2.5,3.7,3.1,3.0,12.8,3.0,28.1,26593.934697692064,5544.953781448753,5531.928448867511,5531.925030421834,4992.563887750914,4992.563549203057
2.5,3.8,3.1,3.0,30.0,3.2,16.6,26223.226039662346,6006.649897309726,4905.684311267857,4905.683314325602,5202.604809176131,5202.603707583034
2.5,3.7,3.0,3.0,21.5,3.0,20.4,-17799999.999999996,0.0,0.0,0.0,0.0,0.0
2.5,3.6,13.8,14.0,29.4,3.4,15.2,12694.949197444766,889.3273322306918,3703.2698946643363,3703.259765405555,2199.540167902057,2199.552037242128
2.5,4.0,3.1,3.0,17.8,3.0,13.8,-12000000.0,0.0,0.0,0.0,0.0,0.0
2.5,3.7,3.1,3.0,12.0,3.0,29.3,26786.621330270336,5063.980264272295,5729.695640788733,5729.694947703402,5131.6242283838055,5131.626249122103
2.5,3.7,3.3,3.0,21.5,3.0,20.6,-18200000.000000004,0.0,0.0,0.0,0.0,0.0
2.5,4.0,3.0,3.0,21.0,3.0,20.9,-19799999.999999996,0.0,0.0,0.0,0.0,0.0
2.5,4.2,3.2,3.0,30.0,3.0,13.5,26016.234492937387,5332.466031372179,5378.283052064429,5378.274786694974,4963.605925015259,4963.604697790544
2.5,4.0,3.0,3.0,30.0,3.0,12.8,26797.141601947136,5139.366811928751,5738.152007853041,5738.135707751666,5090.744865748351,5090.742208665328
2.5,4.0,3.1,3.0,28.6,3.0,14.3,26514.23765451371,6034.875594400053,5258.535793807215,5258.541041014405,4981.141046957891,4981.144178334142
2.5,4.1,3.2,3.0,22.0,3.0,20.6,-17200000.000000004,0.0,0.0,0.0,0.0,0.0
2.5,4.2,3.2,3.0,29.3,3.0,13.7,26071.574018580977,5575.765366402718,5318.880229964734,5318.877981669452,4929.023391506329,4929.027049037745
2.5,3.4,3.0,3.0,20.0,3.0,20.4,-19200000.000000004,0.0,0.0,0.0,0.0,0.0
2.5,4.2,3.0,3.0,22.0,3.0,22.8,-18400000.0,0.0,0.0,0.0,0.0,0.0
2.5,3.8,3.2,3.0,12.4,3.0,29.3,26847.03798309238,5094.442723057559,5718.95401561575,5718.952747549773,5157.343338050236,5157.345158819062
2.5,3.7,3.1,3.0,30.0,3.0,21.1,-2200000.000000003,0.0,0.0,0.0,0.0,0.0
2.5,3.8,3.1,3.0,29.3,3.0,11.2,26642.79462273065,4784.6786912068355,5684.629444726635,5684.621570888584,5244.432424182253,5244.432491726341
2.5,4.9,24.9,25.0,21.0,3.8,28.7,21262.386000244667,6267.935950825944,3136.761392007623,3136.765357564729,4360.460167531888,4360.463132314485
2.5,3.8,3.0,3.0,30.0,3.0,29.6,-19200000.000000004,0.0,0.0,0.0,0.0,0.0
2.5,3.7,3.2,3.0,30.0,3.0,6.5,-6993847.609688712,0.0,0.0,0.0,0.0,0.0
2.5,3.3,3.0,3.0,30.0,3.0,13.9,26663.514281873297,5266.785255859731,5650.668920621478,5650.666228039563,5047.692579162452,5047.7012981900725
2.5,3.9,3.0,3.0,28.0,3.1,30.0,-15995003.121099843,0.0,0.0,0.0,0.0,0.0
2.5,4.0,3.1,3.0,30.0,3.0,15.2,26330.65649245908,5533.460198348854,5359.8186424421465,5359.815631210003,5038.782093758264,5038.779926699811
2.5,4.2,3.2,3.0,12.0,3.0,21.3,-1399999.9999999986,0.0,0.0,0.0,0.0,0.0
2.5,3.9,3.0,3.0,30.0,3.2,6.0,-7993335.184157093,0.0,0.0,0.0,0.0,0.0
2.5,4.1,3.2,3.0,21.4,3.0,23.1,-16599999.999999994,0.0,0.0,0.0,0.0,0.0
2.5,4.1,3.0,3.0,13.0,3.0,29.8,26113.507064492525,4856.302454335446,5526.333050876533,5526.322554173589,5102.276799120486,5102.272205986473
2.5,4.3,3.0,3.0,30.0,3.0,30.0,-20000000.0,0.0,0.0,0.0,0.0,0.0
2.5,3.3,3.1,3.0,13.0,3.0,28.6,26453.941541858723,5360.734026784097,5526.206178425131,5526.211986440451,5020.393167237036,5020.396182972005
2.5,4.0,3.4,3.0,28.7,3.1,6.6,-6786370.672672856,0.0,0.0,0.0,0.0,0.0
2.5,3.9,3.3,3.0,30.0,3.3,5.0,-10000000.0,0.0,0.0,0.0,0.0,0.0
2.5,3.2,3.1,3.0,11.8,3.0,28.5,25014.20138721354,4433.444595235275,5339.513764125031,5339.509546692982,4950.865897887685,4950.8675832725685
2.5,3.7,3.0,3.0,28.1,3.0,12.4,26562.701152718582,5425.3812268405845,5559.786996873737,5559.783804295362,5008.878015319276,5008.871109389625
2.5,3.6,3.4,3.0,3.2,3.1,30.0,-17150193.801361162,0.0,0.0,0.0,0.0,0.0
2.5,4.0,3.0,3.0,29.4,3.0,13.0,26727.781276470436,5292.289985823524,5530.594600494871,5530.592300442327,5187.153251070278,5187.151138639432
2.5,4.0,3.1,3.0,28.3,3.0,13.6,26541.667507961585,5818.974463246279,5307.663239541341,5307.662949620332,5053.68207059885,5053.684784954785
2.5,4.2,3.2,3.0,28.4,3.3,14.5,25819.822530906546,6104.436329286891,4750.300571238446,4750.3091613485885,5107.382689738757,5107.393779293864
2.5,3.8,3.0,3.0,30.0,3.0,6.1,-7800000.000000001,0.0,0.0,0.0,0.0,0.0
2.5,4.1,3.1,3.0,29.0,3.0,14.2,26647.805946409033,5884.915900393956,5416.929642804535,5416.93262359619,4964.517937459873,4964.509842154481
2.5,3.8,3.0,3.0,30.0,3.0,14.1,27384.878622734177,5558.720754541715,5760.301415160385,5760.293846342248,5152.781940883859,5152.780665805969
2.5,3.6,3.5,3.0,29.6,3.0,14.3,25494.386192134716,4564.836185606408,5354.296511810774,5354.296503665663,5110.477290133055,5110.479700918814
2.5,4.1,14.1,14.0,28.7,3.0,15.8,11232.293689846376,610.03289540497,4151.537366869262,4151.552359284129,1159.588291566367,1159.582776721648
2.5,4.2,3.1,3.1,28.6,3.3,14.5,25864.74392767965,6060.3890041496425,4763.210198515639,4763.211277034657,5138.963454544437,5138.969993435275
2.5,3.8,3.0,3.0,29.1,3.0,12.9,26950.518741015985,5363.861952611955,5698.9067128186325,5698.911795564658,5094.421130696207,5094.417149324534
2.5,3.8,3.1,3.0,29.8,3.0,11.3,26782.868819766914,4769.910600211948,5738.640531246619,5738.637882666929,5267.840417645614,5267.839387995805
2.5,3.8,3.2,3.0,20.0,3.3,22.7,-14566768.917117551,0.0,0.0,0.0,0.0,0.0
2.5,4.1,3.0,3.0,29.4,3.2,12.8,26145.193143623987,4897.446389274338,5098.036066347429,5098.0423074484015,5525.835202075183,5525.833178478632
2.5,3.9,3.2,3.2,11.7,3.2,29.0,26183.03741003834,4874.398183366617,5555.216637003493,5555.209383104114,5099.1045786277045,5099.108627936419
2.5,3.9,3.0,3.1,30.0,3.1,21.4,-2799999.999999997,0.0,0.0,0.0,0.0,0.0
2.5,3.9,3.2,3.0,30.0,3.0,12.4,27019.30185210076,4957.1656471564875,5706.768525769419,5706.76229769087,5324.309006208708,5324.296375275275
2.5,4.1,3.4,3.0,29.4,3.0,12.6,25886.221029186305,4721.9763645263765,5437.505866858335,5437.4985063433305,5144.617219319289,5144.6230721389775
2.5,3.8,3.2,3.0,28.8,3.0,14.9,26478.91826314781,5853.867927634102,5361.4023674927585,5361.404456830775,4951.121618389407,4951.12189280077
2.5,4.0,3.2,3.0,30.0,3.0,13.8,26843.408759967948,5400.462928913884,5567.410068701743,5567.412071541585,5154.065340574141,5154.0583502366
2.5,3.8,3.1,3.0,29.6,3.0,14.7,27109.389594703247,5855.430913075229,5562.562219634649,5562.562756113743,5064.4176108001875,5064.41609507944
2.5,4.0,3.2,3.0,29.6,3.0,13.3,26721.73139753121,5314.203738474015,5527.838836826624,5527.837503408379,5175.9293820702505,5175.92193675194
2.5,3.7,3.3,3.1,29.0,3.1,14.2,26445.229673404076,5429.5161497391455,5505.445226111188,5505.446421785277,5002.408913409735,5002.412962358732
2.5,3.8,3.0,3.0,29.6,3.1,11.4,26763.21587525641,4822.313129922227,5222.971936203066,5222.965772930561,5747.486395780472,5747.478640420082
2.5,3.8,3.2,3.0,30.0,3.0,16.4,26397.626873447374,5960.215045065917,5244.922805644429,5244.925166342484,4973.782384997057,4973.781471397484
2.5,3.8,3.1,3.0,20.3,3.0,20.0,-19400000.0,0.0,0.0,0.0,0.0,0.0
2.5,3.6,3.2,3.0,20.2,3.0,20.2,-20000000.0,0.0,0.0,0.0,0.0,0.0
2.5,4.8,25.0,25.0,12.8,3.8,28.6,19176.851164830914,3728.141246643446,3337.3672185457763,3337.3676097794896,4386.986722606571,4386.98836725563
2.5,3.9,3.0,3.0,30.0,3.0,15.5,26951.789519842605,6075.608934087805,5393.425838796194,5393.428193186176,5044.663656842968,5044.66289692946
2.5,4.0,3.1,3.0,29.2,3.0,12.1,26819.515080550842,5022.079321993379,5629.224814314048,5629.214857489015,5269.497581664878,5269.498505089523
2.5,3.8,3.0,3.1,28.8,3.2,12.7,26605.14824352016,5334.597191037966,5006.938400932094,5006.9403973941835,5628.339108154679,5628.333146001237
2.5,4.3,3.4,3.0,30.0,3.0,13.8,25591.012661111745,5408.375307272765,5201.941862154913,5201.938128234723,4889.382797203174,4889.374566246166
2.5,3.8,3.1,3.0,29.2,3.0,22.5,-6600000.000000002,0.0,0.0,0.0,0.0,0.0
2.5,3.8,3.0,3.0,30.0,3.0,13.4,27359.97972537908,5328.09181070025,5832.140934746734,5832.144236880622,5183.803279251139,5183.799463800329
2.5,3.9,3.1,3.0,20.4,3.0,21.2,-18400000.0,0.0,0.0,0.0,0.0,0.0
2.5,3.8,3.0,3.0,29.7,3.0,12.5,27101.41886878536,5107.183634112864,5808.115489273793,5808.104783109895,5189.0070282568295,5189.007934031981
2.5,4.0,3.0,3.0,28.7,3.0,10.2,26306.621306224006,4569.507315836255,5372.289137869151,5372.2803514715515,5496.267655392154,5496.2768456548965
2.5,4.0,3.0,3.0,21.6,3.0,22.5,-18200000.000000004,0.0,0.0,0.0,0.0,0.0
2.5,3.4,3.2,3.0,30.0,3.0,13.6,26591.300573207347,5126.772130128402,5658.470070691664,5658.469573033701,5073.792022844691,5073.796776508887
2.5,3.8,3.0,3.0,29.5,3.0,12.5,27030.927428043997,5143.394907217267,5777.130248559779,5777.123259333334,5166.642429616682,5166.636583316937
2.5,3.7,3.0,3.0,30.0,3.0,15.2,26920.230962823338,5516.209336216232,5596.40837852721,5596.411113188571,5105.59979292719,5105.602341964132
2.5,3.7,3.0,3.0,4.1,3.0,29.3,-13600000.000000002,0.0,0.0,0.0,0.0,0.0
2.5,3.8,3.0,3.0,30.0,3.0,13.3,27348.637323502637,5296.196231706883,5838.300906112207,5838.299469115549,5187.920345347902,5187.920371220099
2.5,3.3,3.1,3.0,3.9,3.0,30.0,-14397436.318747537,0.0,0.0,0.0,0.0,0.0
2.5,4.1,3.2,3.0,30.0,3.0,15.4,26728.69776003674,6011.191679608493,5410.713937283926,5410.717611706776,4948.037468737893,4948.03706269965
2.5,3.9,3.0,3.2,11.9,3.0,29.4,26897.7860278414,4935.245532173627,5335.016320742051,5335.0163972029195,5646.260117531975,5646.247660190829
2.5,3.7,3.2,3.0,29.6,3.0,15.3,26693.891665838994,5624.856398748991,5474.365001559405,5474.367848588033,5060.1529393511855,5060.149477591382
2.5,3.8,3.0,3.0,12.1,3.1,13.2,-17790927.79656255,0.0,0.0,0.0,0.0,0.0
2.5,4.1,3.2,3.0,28.1,3.3,12.6,26146.791652972097,5163.583613787344,5092.417478982487,5092.41889096792,5399.1881201533815,5399.183549080963
2.5,3.6,3.1,3.0,30.0,3.0,14.2,26415.537146289364,4664.279279107619,5714.30490531991,5714.308394561483,5161.321053967108,5161.323513333241
2.5,4.0,3.1,3.0,29.2,3.2,13.4,26680.43054049539,5451.189928453494,5119.458650861927,5119.459763865688,5495.160907993971,5495.161289320308
2.5,4.0,3.0,3.0,29.8,3.0,13.5,26863.310531757626,5385.046449338329,5580.243811871731,5580.248173617307,5158.88511839287,5158.886978537389
2.5,3.8,3.2,3.0,30.0,3.1,13.5,27195.767317676422,5285.23424703349,5157.490840167907,5157.4900508145965,5797.780095937125,5797.772083723304
2.5,3.8,3.0,3.0,30.0,3.0,5.4,-9200000.0,0.0,0.0,0.0,0.0,0.0
2.5,3.8,3.3,3.0,29.2,3.0,12.8,26820.45099570223,5214.107997174639,5680.3054413901955,5680.3002706983,5122.869218695784,5122.868067743312
2.5,4.0,3.1,3.0,29.2,3.0,13.6,26737.852577597434,5558.116055584916,5462.690944252591,5462.687499794657,5127.175718025426,5127.182359939842
2.5,3.8,3.0,3.0,29.6,3.2,12.8,26995.579008903096,5192.5269716304965,5111.153608969923,5111.156615735521,5790.370385740481,5790.371426826674
2.5,4.1,3.4,3.0,12.6,3.0,15.0,-15200000.0,0.0,0.0,0.0,0.0,0.0
2.5,3.9,3.2,3.0,29.6,3.0,12.5,27015.79118002123,5046.3939642334235,5662.839784860951,5662.838855969989,5321.8641598153345,5321.8544151415335
2.5,3.8,3.4,3.0,30.0,3.0,6.8,-6376490.90725888,0.0,0.0,0.0,0.0,0.0
2.5,3.8,3.2,3.0,30.0,3.1,15.1,26749.59240729302,5448.840850058614,5084.306070083344,5084.314095696422,5566.06495543218,5566.06643602246
2.5,3.8,3.0,3.1,12.0,3.0,21.2,-1598913.0755816489,0.0,0.0,0.0,0.0,0.0
2.5,3.9,3.0,3.0,30.0,3.0,14.3,27306.981069068253,5631.8486999991965,5662.783994759231,5662.781237275347,5174.785798393805,5174.781338640673
2.5,3.7,3.0,3.0,21.7,3.0,22.0,-19400000.0,0.0,0.0,0.0,0.0,0.0
2.5,3.7,3.0,3.0,29.8,3.0,13.0,27193.719165932143,5279.470712567088,5819.442161944146,5819.441151931888,5137.680440033861,5137.684699455157
2.5,3.8,3.0,3.0,28.8,3.0,14.0,26911.05467606287,5856.838692402751,5535.116065783671,5535.117173977566,4991.9892435366655,4991.993500362214
2.5,3.3,3.2,3.0,12.0,3.0,21.7,-600000.0000000014,0.0,0.0,0.0,0.0,0.0
2.5,3.6,3.0,3.0,12.8,3.0,30.0,26189.226786378276,4434.506689696614,5735.879932066949,5735.882707086826,5141.477699126966,5141.47975840092
2.5,4.4,3.4,3.0,30.0,3.0,5.9,-8172912.4464219855,0.0,0.0,0.0,0.0,0.0
2.5,3.8,3.1,3.0,30.0,3.0,12.0,27033.35733156006,4904.693226471952,5818.008703676449,5818.010752669912,5246.322944355066,5246.3217043866825
2.5,4.2,14.1,14.0,28.9,3.0,19.8,11826.684145426638,549.8339616786053,3988.483849258979,3988.4823156769066,1649.9424038401858,1649.9416149719593
2.5,4.2,3.1,3.0,13.4,3.0,30.0,26024.789534883377,5321.477900039952,5385.109434100573,5385.104309822047,4966.550193050752,4966.547697870054
2.5,4.1,3.2,3.0,30.0,3.2,5.1,-9800000.0,0.0,0.0,0.0,0.0,0.0
2.5,4.0,3.0,3.0,3.8,3.0,30.0,-14800000.0,0.0,0.0,0.0,0.0,0.0
2.5,3.7,3.2,3.0,30.0,3.0,15.2,26815.103770322345,5450.0736137079775,5568.383618449101,5568.385458794931,5114.128638011526,5114.132441358809
2.5,4.0,3.1,3.1,20.4,3.3,21.3,-18156091.108541418,0.0,0.0,0.0,0.0,0.0
2.5,3.8,3.1,3.0,13.0,3.0,30.0,27254.689502721998,5177.956152365124,5834.886622668927,5834.8890618373425,5203.480252970611,5203.4774128799945
2.5,4.0,3.4,3.1,30.0,3.1,12.6,26413.071482924115,4934.384177232492,5531.841421435099,5531.828252250277,5207.5108175474215,5207.506814458825
2.5,3.6,3.0,3.0,12.2,3.0,29.8,25990.70171296091,4388.455216225129,5674.273932701715,5674.274494097997,5126.848189110264,5126.8498808258
2.5,3.9,3.0,3.0,29.0,3.2,13.8,26982.37422647525,5682.236360398436,5110.149221597822,5110.1489213362265,5539.920047190994,5539.919675951774
2.5,4.1,3.4,3.0,29.2,3.0,12.4,25864.494991039555,4708.388433420797,5414.963047459857,5414.9646224545295,5163.087814016987,5163.091073687386
2.5,4.4,3.2,3.0,29.9,3.0,13.8,25314.21655203716,5551.07181650972,5028.639923934765,5028.634976228764,4852.9351877296995,4852.934647634213
2.5,4.0,3.0,3.0,29.4,3.2,13.4,26756.46072798508,5421.240254560698,5124.838085936628,5124.837577497571,5542.770169048663,5542.774640941517
2.5,3.6,3.2,3.0,30.0,3.1,13.6,26191.945224693867,4496.066244472649,5135.8080768252985,5135.807027096948,5712.130272334684,5712.133603964289
2.5,3.7,3.1,3.0,28.8,3.0,14.2,26675.569642648363,5581.483927335117,5527.613132277885,5527.6179879190795,5019.428433939486,5019.426161176794
2.5,3.8,3.0,3.0,12.8,3.0,28.8,26827.080784968974,5396.910332151211,5651.029109663615,5651.024282672208,5064.057137650993,5064.059922830947
2.5,4.3,3.0,3.0,29.6,3.0,12.8,25489.556593269364,5234.618479214526,5196.755190049061,5196.7538693049855,4930.714516202258,4930.714538498533
2.5,3.8,3.0,3.0,29.6,3.0,14.8,27136.269638969217,5915.918544631797,5554.771001760682,5554.773092592532,5055.4030793292395,5055.403920654968
2.5,4.2,3.0,3.0,12.9,3.0,29.5,25928.589074228876,5266.6655382592,5348.61087706995,5348.604789844443,4982.355378551508,4982.352490503773
2.5,3.6,3.0,3.0,30.0,3.0,13.0,26243.359566367257,4466.505199520644,5744.714887750632,5744.715709410885,5143.711457790271,5143.712311894823
2.5,3.8,3.1,3.1,29.8,3.0,14.5,27144.269717361007,5740.483797308861,5614.294866735464,5614.299137515757,5087.595792023131,5087.596123777794
2.5,4.0,3.1,3.0,28.3,3.0,13.2,26555.757642617886,5636.538437024911,5345.046733829722,5345.047039262181,5114.562379274913,5114.563053226159
2.5,3.9,3.1,3.2,29.6,3.0,12.9,26765.891475523094,5222.542884721379,5656.762462340316,5656.751762609846,5114.919221072736,5114.915144778816
2.5,3.7,3.0,3.0,30.0,3.0,14.5,27016.724185681636,5301.471061188526,5718.009286310462,5718.01118763214,5139.619382618176,5139.61326793233
2.5,3.6,3.4,3.0,29.7,3.0,14.6,25420.351765117746,4653.429112926303,5284.423078922111,5284.427055108646,5099.031918721356,5099.040599439328
2.5,4.2,3.2,3.0,30.0,3.3,7.0,-5998571.501450289,0.0,0.0,0.0,0.0,0.0
2.5,3.8,3.0,3.0,29.8,3.0,12.3,27091.251713992395,5032.53376433755,5819.573144220381,5819.572954264969,5209.787277875743,5209.784573293749
2.5,3.9,3.0,3.0,28.9,3.1,10.9,26652.26451015596,4723.077648968809,5481.466748655893,5481.469554094853,5483.128779510527,5483.121778925879
2.5,3.8,3.1,3.0,30.0,3.1,7.1,-5800000.000000001,0.0,0.0,0.0,0.0,0.0
2.5,3.8,3.4,3.0,29.5,3.0,14.4,26636.83555409404,5319.2277597020775,5564.6985458367935,5564.700085157858,5094.103530920598,5094.105632476713
2.5,4.0,3.1,3.0,29.8,3.0,14.0,26858.357163908764,5550.421042659994,5528.49847839327,5528.497795781216,5125.470066059822,5125.469781014465
2.5,4.0,3.2,3.0,30.0,3.0,14.0,26855.29045207649,5472.844362558052,5550.838379150281,5550.836518495385,5140.386276803847,5140.384915068923
2.5,4.0,3.2,3.0,28.6,3.0,13.0,26558.27763439205,5442.16670123197,5390.49700318482,5390.492173583347,5167.558990004623,5167.562766387288
